dataset,horizon,model,corruption,corruption_seed,mse,mae,rmse,clean_mse,relative_degradation_pct
ETTh1,720,PatchTST-M_s2028,spikes_0.02,43,0.20077282190322876,0.33838364481925964,0.4480768144130707,0.08919665217399597,125.09008691445177
ETTh2,96,Last,clean,0,0.29547715187072754,0.4232481122016907,0.5435780882835388,0.29547715187072754,0.0
ETTh2,96,ARRidge,clean,0,0.12874973836964057,0.2720160734345269,0.35881713778698,0.12874973836964057,0.0
ETTh2,96,PatchTST-M_s2026,clean,0,0.12844976782798767,0.2745930254459381,0.3583988845348358,0.12844976782798767,0.0
ETTh2,96,PatchTST-M_s2027,clean,0,0.12771916389465332,0.2733073830604553,0.35737818479537964,0.12771916389465332,0.0
ETTh2,96,PatchTST-M_s2028,clean,0,0.12675294280052185,0.27226901054382324,0.35602378845214844,0.12675294280052185,0.0
ETTh2,96,Last,gaussian_0.10,31,0.3076324164867401,0.43374934792518616,0.5546461939811707,0.29547715187072754,4.113774800878867
ETTh2,96,ARRidge,gaussian_0.10,31,0.13524416834455577,0.282718353734325,0.3677555823431587,0.12874973836964057,5.044227706521376
ETTh2,96,PatchTST-M_s2026,gaussian_0.10,31,0.13189834356307983,0.2798313498497009,0.3631781041622162,0.12844976782798767,2.6847660322051325
ETTh2,96,PatchTST-M_s2027,gaussian_0.10,31,0.13151898980140686,0.27951309084892273,0.3626554608345032,0.12771916389465332,2.9751415456240826
ETTh2,96,PatchTST-M_s2028,gaussian_0.10,31,0.13065356016159058,0.2776370942592621,0.3614603281021118,0.12675294280052185,3.077338699115928
ETTh2,96,Last,gaussian_0.10,37,0.30402472615242004,0.4303562641143799,0.5513843894004822,0.29547715187072754,2.892803801436439
ETTh2,96,ARRidge,gaussian_0.10,37,0.1347513142577244,0.28166869249199283,0.36708488699172076,0.12874973836964057,4.66142763789803
ETTh2,96,PatchTST-M_s2026,gaussian_0.10,37,0.1319391131401062,0.2799306809902191,0.3632342517375946,0.12844976782798767,2.716505736928432
ETTh2,96,PatchTST-M_s2027,gaussian_0.10,37,0.13180619478225708,0.27982035279273987,0.36305123567581177,0.12771916389465332,3.2000138138821965
ETTh2,96,PatchTST-M_s2028,gaussian_0.10,37,0.1305261105298996,0.27788564562797546,0.3612839877605438,0.12675294280052185,2.976789055947826
ETTh2,96,Last,gaussian_0.10,43,0.30264148116111755,0.4300539493560791,0.5501285791397095,0.29547715187072754,2.424664392840925
ETTh2,96,ARRidge,gaussian_0.10,43,0.13461294977766938,0.2819441430478991,0.36689637471317343,0.12874973836964057,4.553959862190582
ETTh2,96,PatchTST-M_s2026,gaussian_0.10,43,0.1318843960762024,0.2797076404094696,0.3631589114665985,0.12844976782798767,2.6739077121682
ETTh2,96,PatchTST-M_s2027,gaussian_0.10,43,0.13176710903644562,0.279807448387146,0.3629973828792572,0.12771916389465332,3.1694109312609964
ETTh2,96,PatchTST-M_s2028,gaussian_0.10,43,0.1302163451910019,0.27741339802742004,0.36085501313209534,0.12675294280052185,2.7324039300062664
ETTh2,96,Last,random_missing_0.10,31,0.29625290632247925,0.42399275302886963,0.5442911982536316,0.29547715187072754,0.26254295699015273
ETTh2,96,ARRidge,random_missing_0.10,31,0.13538592725730117,0.27906321300784065,0.36794826709376033,0.12874973836964057,5.154331940161372
ETTh2,96,PatchTST-M_s2026,random_missing_0.10,31,0.12947697937488556,0.2758076786994934,0.3598290979862213,0.12844976782798767,0.7996990296420536
ETTh2,96,PatchTST-M_s2027,random_missing_0.10,31,0.12882615625858307,0.2747654318809509,0.35892361402511597,0.12771916389465332,0.8667394384470173
ETTh2,96,PatchTST-M_s2028,random_missing_0.10,31,0.12766560912132263,0.2734054923057556,0.3573032319545746,0.12675294280052185,0.7200356067764702
ETTh2,96,Last,random_missing_0.10,37,0.2950785756111145,0.42321279644966125,0.5432113409042358,0.29547715187072754,-0.13489241286155362
ETTh2,96,ARRidge,random_missing_0.10,37,0.13523469325969548,0.27893817551841066,0.36774269980476226,0.12874973836964057,5.036868402354799
ETTh2,96,PatchTST-M_s2026,random_missing_0.10,37,0.12913790345191956,0.27551668882369995,0.359357625246048,0.12844976782798767,0.5357235248983905
ETTh2,96,PatchTST-M_s2027,random_missing_0.10,37,0.12855549156665802,0.2744691073894501,0.35854634642601013,0.12771916389465332,0.654817684756015
ETTh2,96,PatchTST-M_s2028,random_missing_0.10,37,0.1273641437292099,0.2730753719806671,0.35688114166259766,0.12675294280052185,0.482198610291773
ETTh2,96,Last,random_missing_0.10,43,0.29530394077301025,0.42309701442718506,0.5434187650680542,0.29547715187072754,-0.058620809297993404
ETTh2,96,ARRidge,random_missing_0.10,43,0.13481332332582824,0.27873748303168483,0.3671693387605074,0.12874973836964057,4.709590118761331
ETTh2,96,PatchTST-M_s2026,random_missing_0.10,43,0.12922291457653046,0.27553102374076843,0.35947588086128235,0.12844976782798767,0.6019059135849325
ETTh2,96,PatchTST-M_s2027,random_missing_0.10,43,0.12863382697105408,0.2744809091091156,0.35865557193756104,0.12771916389465332,0.716151788431052
ETTh2,96,PatchTST-M_s2028,random_missing_0.10,43,0.12744665145874023,0.27317458391189575,0.35699671506881714,0.12675294280052185,0.547291954641338
ETTh2,96,Last,tail_missing_12,31,0.3123978078365326,0.4408627450466156,0.5589255690574646,0.29547715187072754,5.726553088344333
ETTh2,96,ARRidge,tail_missing_12,31,0.21268915415626938,0.36912429765440957,0.46118234371696126,0.12874973836964057,65.19579522999783
ETTh2,96,PatchTST-M_s2026,tail_missing_12,31,0.20888201892375946,0.3645053207874298,0.4570361375808716,0.12844976782798767,62.617669502900085
ETTh2,96,PatchTST-M_s2027,tail_missing_12,31,0.21662726998329163,0.37093251943588257,0.465432345867157,0.12771916389465332,69.61218925765318
ETTh2,96,PatchTST-M_s2028,tail_missing_12,31,0.2113814651966095,0.3665117025375366,0.4597623944282532,0.12675294280052185,66.766514864489
ETTh2,96,Last,tail_missing_12,37,0.3123978078365326,0.4408627450466156,0.5589255690574646,0.29547715187072754,5.726553088344333
ETTh2,96,ARRidge,tail_missing_12,37,0.21268915415626938,0.36912429765440957,0.46118234371696126,0.12874973836964057,65.19579522999783
ETTh2,96,PatchTST-M_s2026,tail_missing_12,37,0.20888201892375946,0.3645053207874298,0.4570361375808716,0.12844976782798767,62.617669502900085
ETTh2,96,PatchTST-M_s2027,tail_missing_12,37,0.21662726998329163,0.37093251943588257,0.465432345867157,0.12771916389465332,69.61218925765318
ETTh2,96,PatchTST-M_s2028,tail_missing_12,37,0.2113814651966095,0.3665117025375366,0.4597623944282532,0.12675294280052185,66.766514864489
ETTh2,96,Last,tail_missing_12,43,0.3123978078365326,0.4408627450466156,0.5589255690574646,0.29547715187072754,5.726553088344333
ETTh2,96,ARRidge,tail_missing_12,43,0.21268915415626938,0.36912429765440957,0.46118234371696126,0.12874973836964057,65.19579522999783
ETTh2,96,PatchTST-M_s2026,tail_missing_12,43,0.20888201892375946,0.3645053207874298,0.4570361375808716,0.12844976782798767,62.617669502900085
ETTh2,96,PatchTST-M_s2027,tail_missing_12,43,0.21662726998329163,0.37093251943588257,0.465432345867157,0.12771916389465332,69.61218925765318
ETTh2,96,PatchTST-M_s2028,tail_missing_12,43,0.2113814651966095,0.3665117025375366,0.4597623944282532,0.12675294280052185,66.766514864489
ETTh2,96,Last,spikes_0.02,31,0.49722063541412354,0.4804772734642029,0.7051387429237366,0.29547715187072754,68.27718565246614
ETTh2,96,ARRidge,spikes_0.02,31,0.24841997901443422,0.33576706902103504,0.49841747462788083,0.12874973836964057,92.94794860182188
ETTh2,96,PatchTST-M_s2026,spikes_0.02,31,0.20723429322242737,0.3374955356121063,0.4552299380302429,0.12844976782798767,61.334891239307865
ETTh2,96,PatchTST-M_s2027,spikes_0.02,31,0.2341359257698059,0.3369183838367462,0.48387593030929565,0.12771916389465332,83.32090395058364
ETTh2,96,PatchTST-M_s2028,spikes_0.02,31,0.2088114470243454,0.3397603929042816,0.45695891976356506,0.12675294280052185,64.73893419024091
ETTh2,96,Last,spikes_0.02,37,0.476514607667923,0.4758816063404083,0.6903003454208374,0.29547715187072754,61.26952783015862
ETTh2,96,ARRidge,spikes_0.02,37,0.24307362913147285,0.33389276028472886,0.49302497820239577,0.12874973836964057,88.79543540011579
ETTh2,96,PatchTST-M_s2026,spikes_0.02,37,0.20426823198795319,0.33640313148498535,0.4519604444503784,0.12844976782798767,59.02576971684146
ETTh2,96,PatchTST-M_s2027,spikes_0.02,37,0.2284976840019226,0.334870308637619,0.4780143201351166,0.12771916389465332,78.90634187865064
ETTh2,96,PatchTST-M_s2028,spikes_0.02,37,0.20566464960575104,0.3385683000087738,0.4535026550292969,0.12675294280052185,62.256311421042845
ETTh2,96,Last,spikes_0.02,43,0.46952763199806213,0.47272005677223206,0.6852208375930786,0.29547715187072754,58.904886223988775
ETTh2,96,ARRidge,spikes_0.02,43,0.2348451136749255,0.33136423082518207,0.4846082063635793,0.12874973836964057,82.40434244665029
ETTh2,96,PatchTST-M_s2026,spikes_0.02,43,0.2002810537815094,0.33327025175094604,0.4475277066230774,0.12844976782798767,55.92169387936452
ETTh2,96,PatchTST-M_s2027,spikes_0.02,43,0.22141306102275848,0.3336023986339569,0.4705455005168915,0.12771916389465332,73.35930980990979
ETTh2,96,PatchTST-M_s2028,spikes_0.02,43,0.20488341152668,0.33820509910583496,0.45264047384262085,0.12675294280052185,61.63996432738954
ETTh2,336,Last,clean,0,0.38987937569618225,0.5022699236869812,0.6244032382965088,0.38987937569618225,0.0
ETTh2,336,ARRidge,clean,0,0.23165805897655078,0.37811917485663,0.4813086940587618,0.23165805897655078,0.0
ETTh2,336,PatchTST-M_s2026,clean,0,0.21394860744476318,0.3693101406097412,0.462545782327652,0.21394860744476318,0.0
ETTh2,336,PatchTST-M_s2027,clean,0,0.21532440185546875,0.37034258246421814,0.46403059363365173,0.21532440185546875,0.0
ETTh2,336,PatchTST-M_s2028,clean,0,0.21615205705165863,0.3708285093307495,0.4649215638637543,0.21615205705165863,0.0
ETTh2,336,Last,gaussian_0.10,31,0.40258312225341797,0.5107824206352234,0.6344943642616272,0.38987937569618225,3.2583787061194247
ETTh2,336,ARRidge,gaussian_0.10,31,0.23454870970816272,0.3819710473931088,0.4843022916610686,0.23165805897655078,1.24780926870518
ETTh2,336,PatchTST-M_s2026,gaussian_0.10,31,0.2161998450756073,0.3716978430747986,0.46497294306755066,0.21394860744476318,1.0522328972977002
ETTh2,336,PatchTST-M_s2027,gaussian_0.10,31,0.21826641261577606,0.3732244372367859,0.4671899080276489,0.21532440185546875,1.3663155383020875
ETTh2,336,PatchTST-M_s2028,gaussian_0.10,31,0.21918681263923645,0.3738251030445099,0.46817392110824585,0.21615205705165863,1.4039910741411754
ETTh2,336,Last,gaussian_0.10,37,0.3972088694572449,0.5063720345497131,0.6302450895309448,0.38987937569618225,1.8799388267139783
ETTh2,336,ARRidge,gaussian_0.10,37,0.2339978249760707,0.38145745049870816,0.48373321673839054,0.23165805897655078,1.0100084624108607
ETTh2,336,PatchTST-M_s2026,gaussian_0.10,37,0.21620485186576843,0.3715433180332184,0.46497833728790283,0.21394860744476318,1.0545730808683818
ETTh2,336,PatchTST-M_s2027,gaussian_0.10,37,0.21830496191978455,0.3733179271221161,0.4672311544418335,0.21532440185546875,1.3842184344329045
ETTh2,336,PatchTST-M_s2028,gaussian_0.10,37,0.21842072904109955,0.3732754588127136,0.46735504269599915,0.21615205705165863,1.049572241127783
ETTh2,336,Last,gaussian_0.10,43,0.3973306119441986,0.5068832635879517,0.630341649055481,0.38987937569618225,1.9111645068968341
ETTh2,336,ARRidge,gaussian_0.10,43,0.2347466259490435,0.38208375526651894,0.48450657988209356,0.23165805897655078,1.333243913955684
ETTh2,336,PatchTST-M_s2026,gaussian_0.10,43,0.21671368181705475,0.3720089793205261,0.46552518010139465,0.21394860744476318,1.2924012010713692
ETTh2,336,PatchTST-M_s2027,gaussian_0.10,43,0.21902106702327728,0.37397778034210205,0.46799686551094055,0.21532440185546875,1.7167887782127966
ETTh2,336,PatchTST-M_s2028,gaussian_0.10,43,0.21921907365322113,0.3737538158893585,0.468208372592926,0.21615205705165863,1.41891622193977
ETTh2,336,Last,random_missing_0.10,31,0.39027222990989685,0.5026362538337708,0.6247177124023438,0.38987937569618225,0.1007630149743477
ETTh2,336,ARRidge,random_missing_0.10,31,0.24066694801251187,0.3850591609024371,0.49057817726893627,0.23165805897655078,3.8888735733009883
ETTh2,336,PatchTST-M_s2026,random_missing_0.10,31,0.21468213200569153,0.36996716260910034,0.4633380174636841,0.21394860744476318,0.34285082276954704
ETTh2,336,PatchTST-M_s2027,random_missing_0.10,31,0.21622470021247864,0.37119024991989136,0.4649996757507324,0.21532440185546875,0.41811255447683493
ETTh2,336,PatchTST-M_s2028,random_missing_0.10,31,0.2172091007232666,0.37166157364845276,0.4660569727420807,0.21615205705165863,0.48902781034156906
ETTh2,336,Last,random_missing_0.10,37,0.3892732560634613,0.5018771886825562,0.6239176392555237,0.38987937569618225,-0.15546337418814726
ETTh2,336,ARRidge,random_missing_0.10,37,0.2411069337515247,0.38512162818245876,0.49102640840541834,0.23165805897655078,4.078802531937975
ETTh2,336,PatchTST-M_s2026,random_missing_0.10,37,0.21458865702152252,0.36980950832366943,0.46323713660240173,0.21394860744476318,0.29916043128468406
ETTh2,336,PatchTST-M_s2027,random_missing_0.10,37,0.2159695029258728,0.3709002435207367,0.46472519636154175,0.21532440185546875,0.2995949668709974
ETTh2,336,PatchTST-M_s2028,random_missing_0.10,37,0.2169196456670761,0.3714289367198944,0.46574634313583374,0.21615205705165863,0.3551151101162331
ETTh2,336,Last,random_missing_0.10,43,0.3890683948993683,0.5017687082290649,0.6237534880638123,0.38987937569618225,-0.20800812953131187
ETTh2,336,ARRidge,random_missing_0.10,43,0.24094291505935184,0.38491682991727655,0.49085936382975504,0.23165805897655078,4.008000465781714
ETTh2,336,PatchTST-M_s2026,random_missing_0.10,43,0.21452535688877106,0.36968713998794556,0.46316882967948914,0.21394860744476318,0.2695738247124435
ETTh2,336,PatchTST-M_s2027,random_missing_0.10,43,0.21592678129673004,0.37086156010627747,0.46467921137809753,0.21532440185546875,0.2797543780781675
ETTh2,336,PatchTST-M_s2028,random_missing_0.10,43,0.21668575704097748,0.3711533546447754,0.46549516916275024,0.21615205705165863,0.24690951203452105
ETTh2,336,Last,tail_missing_12,31,0.39970099925994873,0.5110594034194946,0.632219135761261,0.38987937569618225,2.5191441702266726
ETTh2,336,ARRidge,tail_missing_12,31,0.27023256287363595,0.41934020610491096,0.5198389778322091,0.23165805897655078,16.651483685698064
ETTh2,336,PatchTST-M_s2026,tail_missing_12,31,0.25373467803001404,0.40878936648368835,0.5037208199501038,0.21394860744476318,18.59608765881906
ETTh2,336,PatchTST-M_s2027,tail_missing_12,31,0.2619176506996155,0.41547587513923645,0.5117788910865784,0.21532440185546875,21.638629176558123
ETTh2,336,PatchTST-M_s2028,tail_missing_12,31,0.2665151059627533,0.41903504729270935,0.5162510275840759,0.21615205705165863,23.299824021132622
ETTh2,336,Last,tail_missing_12,37,0.39970099925994873,0.5110594034194946,0.632219135761261,0.38987937569618225,2.5191441702266726
ETTh2,336,ARRidge,tail_missing_12,37,0.27023256287363595,0.41934020610491096,0.5198389778322091,0.23165805897655078,16.651483685698064
ETTh2,336,PatchTST-M_s2026,tail_missing_12,37,0.25373467803001404,0.40878936648368835,0.5037208199501038,0.21394860744476318,18.59608765881906
ETTh2,336,PatchTST-M_s2027,tail_missing_12,37,0.2619176506996155,0.41547587513923645,0.5117788910865784,0.21532440185546875,21.638629176558123
ETTh2,336,PatchTST-M_s2028,tail_missing_12,37,0.2665151059627533,0.41903504729270935,0.5162510275840759,0.21615205705165863,23.299824021132622
ETTh2,336,Last,tail_missing_12,43,0.39970099925994873,0.5110594034194946,0.632219135761261,0.38987937569618225,2.5191441702266726
ETTh2,336,ARRidge,tail_missing_12,43,0.27023256287363595,0.41934020610491096,0.5198389778322091,0.23165805897655078,16.651483685698064
ETTh2,336,PatchTST-M_s2026,tail_missing_12,43,0.25373467803001404,0.40878936648368835,0.5037208199501038,0.21394860744476318,18.59608765881906
ETTh2,336,PatchTST-M_s2027,tail_missing_12,43,0.2619176506996155,0.41547587513923645,0.5117788910865784,0.21532440185546875,21.638629176558123
ETTh2,336,PatchTST-M_s2028,tail_missing_12,43,0.2665151059627533,0.41903504729270935,0.5162510275840759,0.21615205705165863,23.299824021132622
ETTh2,336,Last,spikes_0.02,31,0.574883222579956,0.5545756816864014,0.7582105398178101,0.38987937569618225,47.45156025589312
ETTh2,336,ARRidge,spikes_0.02,31,0.29020666299037473,0.41297962583543574,0.538708328309833,0.23165805897655078,25.27371776854541
ETTh2,336,PatchTST-M_s2026,spikes_0.02,31,0.2738983631134033,0.4136301875114441,0.5233529806137085,0.21394860744476318,28.020633732854684
ETTh2,336,PatchTST-M_s2027,spikes_0.02,31,0.28832530975341797,0.42123880982398987,0.5369592905044556,0.21532440185546875,33.90275661694362
ETTh2,336,PatchTST-M_s2028,spikes_0.02,31,0.2931623160839081,0.4239318370819092,0.5414446592330933,0.21615205705165863,35.62781686312826
ETTh2,336,Last,spikes_0.02,37,0.5670339465141296,0.5515986680984497,0.7530165910720825,0.38987937569618225,45.438302680569855
ETTh2,336,ARRidge,spikes_0.02,37,0.284779567137463,0.40970075506937637,0.5336474183742136,0.23165805897655078,22.93099942026595
ETTh2,336,PatchTST-M_s2026,spikes_0.02,37,0.2733960747718811,0.41281524300575256,0.5228729248046875,0.21394860744476318,27.785863173924106
ETTh2,336,PatchTST-M_s2027,spikes_0.02,37,0.2824036478996277,0.417270690202713,0.531416654586792,0.21532440185546875,31.1526447843957
ETTh2,336,PatchTST-M_s2028,spikes_0.02,37,0.286673367023468,0.4190329909324646,0.5354188680648804,0.21615205705165863,32.62578711196598
ETTh2,336,Last,spikes_0.02,43,0.5407652854919434,0.5461724400520325,0.735367476940155,0.38987937569618225,38.70066466745874
ETTh2,336,ARRidge,spikes_0.02,43,0.28183332563184327,0.4086386344483219,0.530879765702031,0.23165805897655078,21.659193242386365
ETTh2,336,PatchTST-M_s2026,spikes_0.02,43,0.2707511782646179,0.4111894965171814,0.5203375816345215,0.21394860744476318,26.549633343381274
ETTh2,336,PatchTST-M_s2027,spikes_0.02,43,0.2815888822078705,0.4175931513309479,0.5306494832038879,0.21532440185546875,30.77425492949013
ETTh2,336,PatchTST-M_s2028,spikes_0.02,43,0.28790533542633057,0.42075279355049133,0.5365681052207947,0.21615205705165863,33.195741624389676
ETTh2,720,Last,clean,0,0.43655288219451904,0.5314680933952332,0.660721480846405,0.43655288219451904,0.0
ETTh2,720,ARRidge,clean,0,0.3234633017825126,0.4648120675102519,0.5687383421069064,0.3234633017825126,0.0
ETTh2,720,PatchTST-M_s2026,clean,0,0.2339477390050888,0.386320024728775,0.48368144035339355,0.2339477390050888,0.0
ETTh2,720,PatchTST-M_s2027,clean,0,0.2416401356458664,0.39328938722610474,0.49156904220581055,0.2416401356458664,0.0
ETTh2,720,PatchTST-M_s2028,clean,0,0.23896485567092896,0.3906816244125366,0.4888403117656708,0.23896485567092896,0.0
ETTh2,720,Last,gaussian_0.10,31,0.4516008198261261,0.540678858757019,0.6720125079154968,0.43655288219451904,3.446990787453319
ETTh2,720,ARRidge,gaussian_0.10,31,0.325707527238322,0.4669126801629945,0.5707079176236493,0.3234633017825126,0.693811459736593
ETTh2,720,PatchTST-M_s2026,gaussian_0.10,31,0.23834574222564697,0.3901478052139282,0.4882066547870636,0.2339477390050888,1.8799084099985652
ETTh2,720,PatchTST-M_s2027,gaussian_0.10,31,0.2557411789894104,0.40353643894195557,0.5057085752487183,0.2416401356458664,5.8355551348513
ETTh2,720,PatchTST-M_s2028,gaussian_0.10,31,0.24572588503360748,0.396039754152298,0.4957074522972107,0.23896485567092896,2.829298619537979
ETTh2,720,Last,gaussian_0.10,37,0.4442089796066284,0.5359193682670593,0.6664900183677673,0.43655288219451904,1.7537617375523284
ETTh2,720,ARRidge,gaussian_0.10,37,0.3246764732707045,0.46596865461836073,0.5698038901856537,0.3234633017825126,0.3750569172782381
ETTh2,720,PatchTST-M_s2026,gaussian_0.10,37,0.23955076932907104,0.39098966121673584,0.4894392490386963,0.2339477390050888,2.3949922952067437
ETTh2,720,PatchTST-M_s2027,gaussian_0.10,37,0.2548956573009491,0.403452068567276,0.5048719048500061,0.2416401356458664,5.485645677053097
ETTh2,720,PatchTST-M_s2028,gaussian_0.10,37,0.24517808854579926,0.3957362771034241,0.49515461921691895,0.23896485567092896,2.600061359410244
ETTh2,720,Last,gaussian_0.10,43,0.44480568170547485,0.5363961458206177,0.666937530040741,0.43655288219451904,1.8904466898648442
ETTh2,720,ARRidge,gaussian_0.10,43,0.3255395766738272,0.46671266889706675,0.5705607563387332,0.3234633017825126,0.6418888572128134
ETTh2,720,PatchTST-M_s2026,gaussian_0.10,43,0.23840488493442535,0.39019596576690674,0.4882672131061554,0.2339477390050888,1.905188717912587
ETTh2,720,PatchTST-M_s2027,gaussian_0.10,43,0.25344327092170715,0.40239354968070984,0.503431499004364,0.2416401356458664,4.884592224008166
ETTh2,720,PatchTST-M_s2028,gaussian_0.10,43,0.24455581605434418,0.3953462541103363,0.49452584981918335,0.23896485567092896,2.3396580085878194
ETTh2,720,Last,random_missing_0.10,31,0.4362836480140686,0.5314299464225769,0.660517692565918,0.43655288219451904,-0.0616727529313299
ETTh2,720,ARRidge,random_missing_0.10,31,0.33119963459752716,0.4705067580370369,0.575499465332095,0.3234633017825126,2.3917188665242284
ETTh2,720,PatchTST-M_s2026,random_missing_0.10,31,0.23485393822193146,0.387154757976532,0.48461732268333435,0.2339477390050888,0.3873511326488721
ETTh2,720,PatchTST-M_s2027,random_missing_0.10,31,0.24546831846237183,0.3958343267440796,0.4954476058483124,0.2416401356458664,1.584249572726515
ETTh2,720,PatchTST-M_s2028,random_missing_0.10,31,0.24132810533046722,0.39275500178337097,0.49125155806541443,0.23896485567092896,0.9889528118698143
ETTh2,720,Last,random_missing_0.10,37,0.43576034903526306,0.5308987498283386,0.6601214408874512,0.43655288219451904,-0.18154344904837139
ETTh2,720,ARRidge,random_missing_0.10,37,0.3314168603469261,0.4704885045125818,0.5756881624168818,0.3234633017825126,2.4588750935836456
ETTh2,720,PatchTST-M_s2026,random_missing_0.10,37,0.23534396290779114,0.38742613792419434,0.4851226210594177,0.2339477390050888,0.5968101716392171
ETTh2,720,PatchTST-M_s2027,random_missing_0.10,37,0.24498285353183746,0.39552101492881775,0.49495741724967957,0.2416401356458664,1.3833454765436626
ETTh2,720,PatchTST-M_s2028,random_missing_0.10,37,0.24251966178417206,0.3933025300502777,0.4924628436565399,0.23896485567092896,1.487585320135243
ETTh2,720,Last,random_missing_0.10,43,0.4354073107242584,0.5308474898338318,0.659853994846344,0.43655288219451904,-0.26241298980822503
ETTh2,720,ARRidge,random_missing_0.10,43,0.3314804521853037,0.47043979874836434,0.5757433909176064,0.3234633017825126,2.4785347699757265
ETTh2,720,PatchTST-M_s2026,random_missing_0.10,43,0.23587632179260254,0.3878215253353119,0.4856710135936737,0.2339477390050888,0.8243647900661122
ETTh2,720,PatchTST-M_s2027,random_missing_0.10,43,0.24351128935813904,0.3942440450191498,0.49346864223480225,0.2416401356458664,0.7743555131151325
ETTh2,720,PatchTST-M_s2028,random_missing_0.10,43,0.2408570945262909,0.39194828271865845,0.49077194929122925,0.23896485567092896,0.7918481778624642
ETTh2,720,Last,tail_missing_12,31,0.4423052668571472,0.5360180735588074,0.6650603413581848,0.43655288219451904,1.3176833545826883
ETTh2,720,ARRidge,tail_missing_12,31,0.3558197188523824,0.49143173999903966,0.5965062605307528,0.3234633017825126,10.003118403714728
ETTh2,720,PatchTST-M_s2026,tail_missing_12,31,0.28710246086120605,0.43091249465942383,0.535819411277771,0.2339477390050888,22.720767502250162
ETTh2,720,PatchTST-M_s2027,tail_missing_12,31,0.29850059747695923,0.4405081570148468,0.5463520884513855,0.2416401356458664,23.531050286457457
ETTh2,720,PatchTST-M_s2028,tail_missing_12,31,0.29669857025146484,0.43840789794921875,0.5447004437446594,0.23896485567092896,24.159918586538588
ETTh2,720,Last,tail_missing_12,37,0.4423052668571472,0.5360180735588074,0.6650603413581848,0.43655288219451904,1.3176833545826883
ETTh2,720,ARRidge,tail_missing_12,37,0.3558197188523824,0.49143173999903966,0.5965062605307528,0.3234633017825126,10.003118403714728
ETTh2,720,PatchTST-M_s2026,tail_missing_12,37,0.28710246086120605,0.43091249465942383,0.535819411277771,0.2339477390050888,22.720767502250162
ETTh2,720,PatchTST-M_s2027,tail_missing_12,37,0.29850059747695923,0.4405081570148468,0.5463520884513855,0.2416401356458664,23.531050286457457
ETTh2,720,PatchTST-M_s2028,tail_missing_12,37,0.29669857025146484,0.43840789794921875,0.5447004437446594,0.23896485567092896,24.159918586538588
ETTh2,720,Last,tail_missing_12,43,0.4423052668571472,0.5360180735588074,0.6650603413581848,0.43655288219451904,1.3176833545826883
ETTh2,720,ARRidge,tail_missing_12,43,0.3558197188523824,0.49143173999903966,0.5965062605307528,0.3234633017825126,10.003118403714728
ETTh2,720,PatchTST-M_s2026,tail_missing_12,43,0.28710246086120605,0.43091249465942383,0.535819411277771,0.2339477390050888,22.720767502250162
ETTh2,720,PatchTST-M_s2027,tail_missing_12,43,0.29850059747695923,0.4405081570148468,0.5463520884513855,0.2416401356458664,23.531050286457457
ETTh2,720,PatchTST-M_s2028,tail_missing_12,43,0.29669857025146484,0.43840789794921875,0.5447004437446594,0.23896485567092896,24.159918586538588
ETTh2,720,Last,spikes_0.02,31,0.634567141532898,0.5860840082168579,0.7965972423553467,0.43655288219451904,45.358596269706396
ETTh2,720,ARRidge,spikes_0.02,31,0.3589299646772911,0.48440470186163914,0.5991076403095617,0.3234633017825126,10.964663595323486
ETTh2,720,PatchTST-M_s2026,spikes_0.02,31,0.44283562898635864,0.5057510733604431,0.6654589772224426,0.2339477390050888,89.2882704785303
ETTh2,720,PatchTST-M_s2027,spikes_0.02,31,0.6884972453117371,0.6269548535346985,0.8297573328018188,0.2416401356458664,184.9266921124222
ETTh2,720,PatchTST-M_s2028,spikes_0.02,31,0.4179207980632782,0.4998966455459595,0.646467924118042,0.23896485567092896,74.88797542630448
ETTh2,720,Last,spikes_0.02,37,0.6027871966362,0.5774115324020386,0.776393711566925,0.43655288219451904,38.07884937239066
ETTh2,720,ARRidge,spikes_0.02,37,0.35625960176654387,0.4835248124266106,0.596874862736356,0.3234633017825126,10.139110002062178
ETTh2,720,PatchTST-M_s2026,spikes_0.02,37,0.4285959005355835,0.5008101463317871,0.654672384262085,0.2339477390050888,83.20155704785877
ETTh2,720,PatchTST-M_s2027,spikes_0.02,37,0.664884626865387,0.6200994253158569,0.8154045939445496,0.2416401356458664,175.15488066096884
ETTh2,720,PatchTST-M_s2028,spikes_0.02,37,0.40993237495422363,0.49713966250419617,0.6402596235275269,0.23896485567092896,71.54504741012155
ETTh2,720,Last,spikes_0.02,43,0.5944579243659973,0.5742665529251099,0.7710109949111938,0.43655288219451904,36.17088527229537
ETTh2,720,ARRidge,spikes_0.02,43,0.3554714526883205,0.48259059940347754,0.5962142674310306,0.3234633017825126,9.895450497605207
ETTh2,720,PatchTST-M_s2026,spikes_0.02,43,0.4592481553554535,0.513141930103302,0.6776785254478455,0.2339477390050888,96.30373745371568
ETTh2,720,PatchTST-M_s2027,spikes_0.02,43,0.6562301516532898,0.6151626706123352,0.810080349445343,0.2416401356458664,171.57332530843394
ETTh2,720,PatchTST-M_s2028,spikes_0.02,43,0.4149921238422394,0.4987446069717407,0.6441988348960876,0.23896485567092896,73.66240850650946
